date,Historical,LSTM_F5_Nothing,GRU_F5_Nothing,LSTM_F5_TI189,GRU_F5_TI189,LSTM_F5_Futures,GRU_F5_Futures,LSTM_F5_Category,GRU_F5_Category,LSTM_F5_XGBTI15,GRU_F5_XGBTI15
2020-12-25,58.40264129638672,58.43452835083008,57.93178939819336,57.52185821533203,58.77798843383789,58.3818359375,57.92355728149414,58.689247131347656,57.927162170410156,58.17829513549805,57.72279357910156
2020-12-28,59.55474090576172,57.66613006591797,57.61632919311523,57.9372673034668,58.3963508605957,57.79055404663086,57.61635971069336,57.88229751586914,57.64229202270508,57.71759033203125,57.52470397949219
2020-12-29,60.97271347045898,58.08952331542969,58.47269821166992,59.12548828125,58.3935546875,58.16398620605469,58.46923065185547,58.50602722167969,58.63713455200195,58.0648078918457,58.42305374145508
2020-12-30,59.73198699951172,61.46735763549805,62.19174575805664,60.69796752929688,59.13395309448242,61.084022521972656,62.14379501342773,62.290306091308594,62.23357391357422,60.65690231323242,62.06594467163086
2020-12-31,59.11162948608398,61.15539932250977,60.5367431640625,60.71487045288086,59.06370162963867,60.47384643554688,60.60834503173828,61.9779167175293,60.93904495239258,59.87405014038086,60.10844421386719
2021-01-04,58.75713348388672,59.713844299316406,58.810447692871094,60.2231674194336,58.77979278564453,59.16444778442383,58.90733337402344,60.21261215209961,59.03091049194336,58.80648040771485,58.45513916015625
2021-01-05,58.93438339233398,58.77172088623047,58.38056182861328,59.63888168334961,58.51823043823242,58.49806213378906,58.42141342163086,59.32921600341797,58.54209518432617,58.40547180175781,58.17280960083008
2021-01-06,57.60503387451172,58.37040328979492,58.44764709472656,58.92497634887695,58.583274841308594,58.24240112304688,58.47052764892578,59.30215835571289,58.817543029785156,58.27708435058594,58.34977340698242
2021-01-07,55.38945770263672,58.51867294311523,58.52313232421875,56.81072616577149,58.42376708984375,58.32123565673828,58.57431411743164,59.60649871826172,58.68750381469727,58.32882308959961,58.37594985961914
2021-01-08,55.56670379638672,58.04510879516602,57.48442077636719,54.861000061035156,58.54711151123047,57.73265838623047,57.57551193237305,58.96610641479492,57.371986389160156,57.77842712402344,57.36727905273438
2021-01-11,54.94634246826172,56.62206268310547,55.942626953125,54.21733474731445,58.08894729614258,56.42581558227539,56.06867218017578,57.294395446777344,55.908485412597656,56.69552230834961,56.05545043945313
2021-01-12,55.30083084106445,55.44817733764648,55.20904541015625,53.76636123657226,57.3051986694336,55.43380737304688,55.31713485717773,56.15109634399414,55.29877471923828,55.88954544067383,55.35332107543945
2021-01-13,53.61698913574219,54.84437561035156,54.94369125366211,54.33917236328125,57.28318786621094,54.8036003112793,55.02446746826172,55.73746871948242,55.1333999633789,55.38571548461914,55.15343856811523
2021-01-14,53.43974685668945,54.681678771972656,54.75518798828125,53.69735717773438,55.80807113647461,54.47701644897461,54.86835861206055,55.595115661621094,54.79743957519531,55.05524063110352,54.845703125
2021-01-15,54.06010437011719,54.1445541381836,53.9158935546875,53.27695846557617,55.20913696289063,53.72674560546875,54.08066940307617,55.00764465332031,54.03132247924805,54.34982681274414,54.04421615600586
2021-01-18,51.49003601074219,53.87002944946289,53.68050003051758,53.81684875488281,54.52117919921875,53.33395385742188,53.839515686035156,54.6480712890625,53.8663330078125,54.01824569702149,53.96879959106445
2021-01-19,51.22416687011719,53.84690475463867,53.42880249023438,52.79143905639648,53.260597229003906,53.16753768920898,53.61042785644531,54.35298156738281,53.429969787597656,53.67059326171875,53.47689819335938
2021-01-20,51.57866287231445,52.80636596679688,51.78927993774414,50.96136093139648,52.85079956054688,51.97854614257813,51.97293472290039,53.2075080871582,51.66847229003906,52.51709747314453,51.92504119873047
2021-01-21,49.80619812011719,52.21672058105469,51.66398239135742,50.11990737915039,52.85757064819336,51.548194885253906,51.8068733215332,52.629295349121094,51.82392883300781,52.15910720825195,51.97948455810547
2021-01-22,49.62895202636719,51.62338256835938,51.108665466308594,49.25622177124024,52.42654800415039,50.98794555664063,51.204872131347656,52.133277893066406,51.19328689575195,51.50622177124024,51.17462921142578
2021-01-25,50.42656326293945,51.03939056396485,50.522239685058594,48.6990966796875,51.96991348266602,50.40052032470703,50.65939331054688,51.73385620117188,50.6626968383789,50.93409729003906,50.69454574584961
2021-01-26,51.75590515136719,50.70504379272461,50.259849548339844,49.1561279296875,51.60351181030274,50.0797004699707,50.42427444458008,51.70997619628906,50.56214904785156,50.616737365722656,50.59336853027344
2021-01-27,52.55351638793945,50.97581481933594,50.755531311035156,50.4253921508789,52.1947021484375,50.38401794433594,50.92330932617188,52.21063995361328,51.22469711303711,50.8385009765625,51.22545623779297
2021-01-28,53.17387390136719,51.72930908203125,51.608619689941406,51.54812622070313,52.54050064086914,51.16085815429688,51.82587432861328,53.0488166809082,52.26156997680664,51.30524826049805,51.94646072387695
2021-01-29,53.43974685668945,52.8242416381836,52.55366516113281,52.84521484375,53.10192108154297,52.20560836791992,52.8234977722168,54.02959060668945,53.243873596191406,51.95849609375,52.736328125
2021-02-01,52.28764724731445,53.49582290649414,52.73244094848633,54.0566635131836,53.62439346313477,52.74059677124024,53.00435256958008,54.51345443725586,53.29428482055664,52.25029754638672,52.847251892089844
2021-02-02,52.11040115356445,53.77613067626953,52.81451797485352,54.1440544128418,53.50053024291992,53.06276321411133,53.09776306152344,54.50802230834961,53.26378631591797,52.38526153564453,52.80238342285156
2021-02-03,53.70561981201172,53.49255752563477,52.21189880371094,54.25481414794922,54.35948181152344,52.80010223388672,52.48271942138672,53.95786666870117,52.48594665527344,52.0894889831543,52.17985534667969
2021-02-04,53.79424285888672,53.70487976074219,52.8149528503418,53.91847610473633,55.05255889892578,53.21109008789063,53.04270935058594,54.28421020507813,53.26423263549805,52.55253219604492,53.02359390258789
2021-02-05,54.41460418701172,53.9803581237793,53.2774543762207,54.4370231628418,55.4296760559082,53.64213943481445,53.51999282836914,54.62902069091797,53.781288146972656,52.868247985839844,53.37872695922852
2021-02-17,53.61698913574219,54.248329162597656,53.5358772277832,55.29742813110352,55.87970733642578,53.96679306030274,53.77087783813477,54.9575080871582,53.9897346496582,53.0777473449707,53.52314758300781
2021-02-18,55.74394989013672,54.55649185180664,53.78773880004883,54.90446472167969,55.17044067382813,54.336814880371094,54.23198699951172,55.19248580932617,54.19064331054688,53.28393936157226,53.64519500732422
2021-02-19,55.92119216918945,55.26913452148438,54.61306762695313,54.76613235473633,55.98925018310547,54.81667709350586,55.17840957641602,55.97682189941406,55.1070785522461,53.98144149780274,54.65170288085938
2021-02-22,55.83257293701172,55.90073013305664,55.17648315429688,54.73480606079102,56.29540634155274,55.31026077270508,55.69906234741211,56.599693298339844,55.8087272644043,54.4511604309082,55.07995223999024
2021-02-23,56.71879959106445,56.21738815307617,55.29171371459961,54.74460220336914,56.6269760131836,55.586769104003906,55.69099426269531,56.72181701660156,55.84035873413086,54.63268280029297,55.04808807373047
2021-02-24,56.45293045043945,56.79965209960938,55.977516174316406,54.8434944152832,57.38109588623047,56.22100448608398,56.21158981323242,57.274269104003906,56.50261306762695,55.187889099121094,55.74528503417969
